Id,job,sector,Month_salary,13_salary,eventual_salary,indemnity,extra_salary,discount_salary,total_salary
1320,MEDICO I,SPPREV,3896.280,0.000,0.000,0.000,0.000,0.000,3194.850
1321,COMPLEMENTACAO DE APOSENTADORIA-VASP,ADM GERAL,8543.300,0.000,0.000,0.000,0.000,0.000,2748.230
1322,3SGT  PM,SPPREV,6586.820,0.000,0.000,0.000,0.000,0.000,4963.060
1323,TECNICO DA FAZENDA ESTADUAL,SPPREV,2177.750,0.000,0.000,0.000,0.000,0.000,2056.320
1324,COMPLEMENTACAO PENSAO - BANESPA,ADM GERAL,4470.140,0.000,0.000,0.000,0.000,0.000,1265.250
1325,PROFESSOR EDUCACAO BASICA I,SPPREV,2219.580,0.000,0.000,0.000,0.000,0.000,2088.570
1326,PROFESSOR EDUCACAO BASICA I,SPPREV,2811.490,0.000,0.000,0.000,0.000,0.000,2755.270
1327,2TEN  PM,SPPREV,9221.500,0.000,0.000,0.000,0.000,0.000,6033.350
1328,PROFESSOR EDUCACAO BASICA I,SPPREV,3029.930,0.000,0.000,0.000,0.000,0.000,2874.120
1329,AUXILIAR LABORATORIO,FURP,1939.720,0.000,0.000,0.000,0.000,0.000,1232.730
1330,SD 1C PM,PM,3955.370,0.000,0.000,0.000,576.610,0.000,3657.780
1331,SD 1C PM,PM,3353.690,0.000,0.000,0.000,701.960,0.000,2834.110
1332,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,613.660,0.000,0.000,0.000,0.000,0.000,613.660
1333,PROFESSOR EDUCACAO BASICA II,SPPREV,2207.870,0.000,0.000,0.000,0.000,0.000,2098.000
1334,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,4616.670,0.000,0.000,0.000,0.000,0.000,3224.600
1335,ESP (COMUNICACOES),METRO,23141.700,0.000,0.000,0.000,0.000,0.000,13722.510
1336,2TEN  PM,SPPREV,9418.750,0.000,0.000,0.000,0.000,0.000,7207.550
1337,OF MAN IND (MECANICA),METRO,6826.900,0.000,0.000,0.000,0.000,0.000,4436.240
1338,TECNOLOGO 11,SABESP,11879.440,0.000,0.000,0.000,0.000,0.000,6926.710
1339,PROFESSOR EDUCACAO BASICA II,SPPREV,3719.600,0.000,0.000,0.000,0.000,0.000,3645.210
1340,PROFESSOR EDUCACAO BASICA II,EDUCACAO,5588.840,0.000,0.000,0.000,27.300,0.000,4417.000
1341,1SGT  PM,SPPREV,5686.440,0.000,0.000,0.000,0.000,0.000,5191.110
1342,AG.TEC. DE ASSIT. A SAUDE,HCFMUSP,1516.300,0.000,0.000,0.000,0.000,0.000,955.610
1343,PROFESSOR EDUCACAO BASICA I,SPPREV,4174.660,0.000,0.000,0.000,0.000,0.000,3729.960
1344,CARCEREIRO DE 2A CLASSE,SPPREV,5114.280,0.000,0.000,0.000,0.000,0.000,3024.640
1345,OFICIAL OPERACIONAL,SPPREV,1872.980,0.000,0.000,0.000,0.000,0.000,1306.260
1346,ESCRIVAO POL.2A CLASSE,SPPREV,6358.210,0.000,0.000,0.000,0.000,0.000,4461.420
1347,CABO P.M.,SPPREV,5520.570,0.000,0.000,0.000,0.000,0.000,3974.260
1348,COMPLEM. PENSAO - FEPASA,ADM GERAL,3645.680,0.000,0.000,0.000,0.000,0.000,2652.520
1349,PROFESSOR EDUCACAO BASICA I,EDUCACAO,1456.860,0.000,0.000,0.000,140.580,0.000,1480.900
1350,CABO  PM,PM,5082.740,0.000,0.000,0.000,376.050,0.000,1984.380
1351,ASSESSOR TECNICO III,SAA,4424.340,0.000,0.000,0.000,23.330,0.000,2944.710
1352,PROFESSOR EDUCACAO BASICA II,EDUCACAO,1808.220,0.000,0.000,0.000,60.000,0.000,1129.570
1353,PROFESSOR EDUCACAO BASICA II,EDUCACAO,1203.660,0.000,0.000,0.000,72.310,0.000,647.730
1354,PROFESSOR EDUCACAO BASICA II,EDUCACAO,2865.870,0.000,0.000,0.000,86.440,0.000,1778.430
1355,PROFESSOR EDUCACAO BASICA II,EDUCACAO,2295.080,0.000,0.000,0.000,95.990,0.000,2075.130
1356,PROFESSOR DE ENSINO SUPERIOR,CEETEPS,9435.130,0.000,46.360,0.000,0.000,0.000,7090.060
1357,AGENTE DE AP SOCIOEDUCAT III,FUND. CASA,4317.730,0.000,0.000,0.000,0.000,0.000,1929.720
1358,COMPLEM. DE APOSENTADORIA - CESP/CTEEP,ADM GERAL,13779.400,0.000,0.000,0.000,0.000,0.000,8958.520
1359,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,991.720,495.860,0.000,0.000,0.000,0.000,1477.670
1360,CEL PM,SPPREV,19488.180,0.000,0.000,0.000,0.000,0.000,9835.790
1361,COMPLEMENTACAO DE PENSAO - VASP,ADM GERAL,2196.960,0.000,0.000,0.000,0.000,0.000,1202.430
1362,PROFESSOR EDUCACAO BASICA II,SPPREV,3731.830,0.000,0.000,0.000,0.000,0.000,2362.570
1363,COMPLEMENTACAO DE PENSAO - VASP,ADM GERAL,1966.600,0.000,0.000,0.000,0.000,0.000,805.970
1364,PROFESSOR DE ENSINO MED E TEC,CEETEPS,2382.560,0.000,0.000,0.000,0.000,0.000,958.960
1365,1TEN  PM,SPPREV,14841.140,0.000,0.000,0.000,0.000,0.000,11036.500
1366,COMPLEMENTACAO APOSENTADORIA - BANESPA,ADM GERAL,5025.730,0.000,0.000,0.000,0.000,0.000,2667.540
1367,BENEFICIARIO DA POLICIA MILITAR - CBPM,SPPREV,11951.350,5975.670,0.000,0.000,0.000,0.000,11278.280
1368,PROFESSOR DE ENSINO SUPERIOR,CEETEPS,10960.030,0.000,2353.000,0.000,0.000,0.000,9427.060
1369,DELEGADO POLICIA 1A CLASSE,SSP,21189.460,0.000,0.000,0.000,2330.840,0.000,11465.560
1370,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,3326.290,1663.140,0.000,0.000,0.000,0.000,4989.430
1371,COMPLEM. APOSENT. - FEPASA,ADM GERAL,1879.150,0.000,0.000,0.000,0.000,0.000,728.920
1372,PESQUISADOR CIENTIFICO V,SAA,11604.400,0.000,0.000,0.000,0.000,0.000,7145.330
1373,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,2745.680,0.000,0.000,0.000,0.000,0.000,2745.680
1374,AUXILIAR DE SAUDE I,SPPREV,2399.760,0.000,0.000,0.000,0.000,0.000,1728.800
1375,AGENTE DE ORGANIZACAO ESCOLAR,EDUCACAO,1254.000,0.000,0.000,0.000,137.560,0.000,1204.040
1376,BENEFICIARIO DA POLICIA MILITAR - CBPM,SPPREV,8552.790,0.000,0.000,0.000,0.000,0.000,7103.070
1377,BENEFICIARIO DA POLICIA MILITAR - CBPM,SPPREV,902.930,263.350,0.000,0.000,0.000,0.000,1128.780
1378,ESPECIALISTA AMBIENTAL II,MEIO AMBIE,7679.790,0.000,0.000,0.000,0.000,0.000,5322.030
1379,PROFESSOR EDUCACAO BASICA I,SPPREV,3403.370,0.000,0.000,0.000,0.000,0.000,3280.190
1380,PROFESSOR EDUCACAO BASICA II,EDUCACAO,2295.080,0.000,0.000,0.000,135.890,0.000,2200.390
1381,PROFESSOR EDUCACAO BASICA II,SPPREV,2818.540,0.000,0.000,0.000,0.000,0.000,2606.530
1382,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,2937.210,0.000,0.000,0.000,0.000,0.000,2809.810
1383,PROFESSOR EDUCACAO BASICA I,SPPREV,3403.370,0.000,0.000,0.000,0.000,0.000,2635.720
1384,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,11802.150,5901.070,0.000,0.000,0.000,0.000,15005.590
1385,PROFESSOR EDUCACAO BASICA I,SPPREV,4202.760,0.000,0.000,0.000,0.000,0.000,3993.310
1386,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,5900.880,0.000,0.000,0.000,0.000,0.000,5059.030
1387,PROFESSOR EDUCACAO BASICA I,SPPREV,3294.160,0.000,0.000,0.000,0.000,0.000,2866.560
1388,PROFESSOR DE ENSINO MED E TEC,CEETEPS,8228.420,0.000,-1845.320,0.000,0.000,0.000,3369.350
1389,PROFESSOR EDUCACAO BASICA II,EDUCACAO,4097.780,0.000,0.000,0.000,29.850,0.000,2343.210
1390,OFICIAL ADMINISTRATIVO,SPPREV,1348.590,0.000,0.000,0.000,0.000,0.000,1320.220
1391,BENEFICIARIO DA POLICIA MILITAR - CBPM,SPPREV,10526.480,0.000,0.000,0.000,0.000,0.000,8521.030
1392,PROFESSOR EDUCACAO BASICA I,SPPREV,2113.900,0.000,0.000,0.000,0.000,0.000,2021.320
1393,PROFESSOR EDUCACAO BASICA I,SPPREV,1969.090,984.550,0.000,0.000,0.000,0.000,2874.140
1394,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,21631.050,10815.520,11309.470,0.000,0.000,0.000,32689.580
1395,PROFESSOR EDUCACAO BASICA I,EDUCACAO,3801.470,0.000,0.000,0.000,45.510,0.000,2956.340
1396,BENEFICIARIO DA POLICIA MILITAR - CBPM,SPPREV,3800.860,0.000,0.000,0.000,0.000,0.000,2537.280
1397,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,1474.780,0.000,0.000,0.000,0.000,0.000,950.420
1398,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,3779.980,0.000,0.000,0.000,0.000,0.000,3742.190
1399,AGENTE DE ORGANIZACAO ESCOLAR,SPPREV,1571.670,0.000,0.000,0.000,0.000,0.000,1509.480
1400,PROFESSOR DE ENSINO MED E TEC,CEETEPS,1257.580,0.000,0.000,0.000,0.000,0.000,1010.300
1401,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,2247.340,0.000,0.000,0.000,0.000,0.000,2224.870
1402,PROFESSOR EDUCACAO BASICA II,SPPREV,2460.050,0.000,0.000,0.000,0.000,0.000,2334.340
1403,PROFESSOR EDUCACAO BASICA I,EDUCACAO,3656.560,0.000,0.000,0.000,39.000,0.000,2977.420
1404,COMPLEM. PENSAO - FEPASA,ADM GERAL,7111.760,0.000,0.000,0.000,0.000,0.000,5587.850
1405,AUXILIAR DE ENFERMAGEM,SAUDE,2927.780,0.000,0.000,0.000,0.000,0.000,1882.770
1406,PROFESSOR EDUCACAO BASICA II,EDUCACAO,3393.160,0.000,50.890,0.000,15.200,0.000,1894.770
1407,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,2113.780,0.000,0.000,0.000,0.000,0.000,1707.660
1408,COMPLEM. PENSAO - FEPASA,ADM GERAL,2342.500,0.000,0.000,0.000,0.000,0.000,1405.500
1409,BENEFICIARIO DA POLICIA MILITAR - CBPM,SPPREV,7427.360,0.000,0.000,0.000,0.000,0.000,4761.480
1410,PROFESSOR EDUCACAO BASICA I,SPPREV,2968.690,0.000,0.000,0.000,0.000,0.000,2548.750
1411,AUXILIAR DE SAUDE I,SPPREV,2395.720,0.000,0.000,0.000,0.000,0.000,2309.040
1412,BENEFICIARIO DA POLICIA MILITAR - CBPM,SPPREV,5467.740,0.000,0.000,0.000,0.000,0.000,5061.010
1413,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,1498.050,0.000,0.000,0.000,0.000,0.000,1483.070
1414,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,9288.340,0.000,0.000,0.000,0.000,0.000,7734.500
1415,COMPLEM. PENSAO - CETESB,ADM GERAL,9813.930,0.000,1053.210,0.000,0.000,0.000,7192.800
1416,ASSIST.DIRETOR ESCOLA,SPPREV,3807.450,1903.730,0.000,0.000,0.000,0.000,5641.480
1417,PROFESSOR EDUCACAO BASICA I,SPPREV,2820.670,0.000,0.000,0.000,0.000,0.000,2676.510
1418,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,2486.000,0.000,0.000,0.000,0.000,0.000,2282.730
1419,PROFESSOR EDUCACAO BASICA I,SPPREV,3355.490,0.000,0.000,0.000,0.000,0.000,3043.060
1420,PROFESSOR EDUCACAO BASICA II,EDUCACAO,2087.570,66.730,-22.400,0.000,-27.310,0.000,1285.230
1421,PROFESSOR EDUCACAO BASICA I,SPPREV,3011.540,0.000,0.000,0.000,0.000,0.000,2871.080
1422,PROFESSOR EDUCACAO BASICA I,SPPREV,2774.490,0.000,0.000,0.000,0.000,0.000,2629.980
1423,PROFESSOR EDUCACAO BASICA I,SPPREV,3292.390,1646.200,0.000,0.000,0.000,0.000,4802.530
1424,PROFESSOR EDUCACAO BASICA I,SPPREV,1379.290,0.000,0.000,0.000,0.000,0.000,1318.810
1425,PROFESSOR EDUCACAO BASICA I,SPPREV,4965.810,0.000,0.000,0.000,0.000,0.000,4690.230
1426,OFICIAL ADMINISTRATIVO,SPPREV,1184.050,0.000,0.000,0.000,0.000,0.000,1074.670
1427,AG DE SERVICOS DE OPERACAO,CPTM,2671.810,0.000,0.000,0.000,0.000,0.000,2390.460
1428,COMPLEM. PENSAO - FEPASA,ADM GERAL,2342.500,0.000,0.000,0.000,0.000,0.000,1304.980
1429,PROFESSOR EDUCACAO BASICA I,SPPREV,2566.880,0.000,0.000,0.000,0.000,0.000,1559.680
1430,PROFESSOR EDUCACAO BASICA II,EDUCACAO,4566.020,2283.000,0.000,0.000,30.030,0.000,5749.370
1431,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,439.160,0.000,0.000,0.000,0.000,0.000,439.160
1432,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,4253.100,0.000,0.000,0.000,0.000,0.000,3794.510
1433,PROFESSOR EDUCACAO BASICA I,SPPREV,2885.460,0.000,0.000,0.000,0.000,0.000,2544.090
1434,PROFESSOR EDUCACAO BASICA I,SPPREV,3118.000,0.000,0.000,0.000,0.000,0.000,3016.920
1435,ESCRIVAO POL.2A CLASSE,SSP,6781.490,0.000,0.000,0.000,845.960,0.000,4444.340
1436,PROFESSOR EDUCACAO BASICA II,EDUCACAO,1509.920,0.000,0.000,0.000,75.300,0.000,1209.770
1437,TECNICO DA FAZENDA ESTADUAL,SPPREV,3835.590,0.000,0.000,0.000,0.000,0.000,3311.810
1438,PROFESSOR EDUCACAO BASICA II,SPPREV,4471.790,0.000,0.000,0.000,0.000,0.000,4332.570
1439,MEDICO III,SPPREV,2661.500,0.000,0.000,0.000,0.000,0.000,2551.460
1440,MEDICO I,INSTITUTO,6307.800,0.000,4567.430,0.000,0.000,0.000,8622.510
1441,AUXILIAR SERV. GERAIS,SPPREV,1489.790,0.000,0.000,0.000,0.000,0.000,1327.330
1442,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,7104.010,0.000,0.000,0.000,0.000,0.000,6417.940
1443,AGENTE DE ORGANIZACAO ESCOLAR,SPPREV,1020.550,0.000,0.000,0.000,0.000,0.000,1000.140
1444,PROFESSOR EDUCACAO BASICA I,SPPREV,3486.380,1743.190,0.000,0.000,0.000,0.000,4878.080
1445,PROFESSOR EDUCACAO BASICA I,SPPREV,3523.220,0.000,0.000,0.000,0.000,0.000,2185.580
1446,DELEGADO POLICIA 2A CLASSE,SPPREV,16983.560,0.000,0.000,0.000,0.000,0.000,12181.500
1447,PROFESSOR EDUCACAO BASICA I,SPPREV,2376.800,0.000,0.000,0.000,0.000,0.000,1684.910
1448,BENEFICIARIO DA POLICIA MILITAR - CBPM,SPPREV,12802.010,0.000,0.000,0.000,0.000,0.000,9614.360
1449,TECNICO EM GESTAO 20,SABESP,5798.880,7075.510,0.000,0.000,0.000,0.000,1654.190
1450,PROFESSOR EDUCACAO BASICA II,SPPREV,2361.900,0.000,0.000,0.000,0.000,0.000,1893.100
1451,OFICIAL ADMINISTRATIVO,SPPREV,1652.110,0.000,0.000,0.000,0.000,0.000,1063.860
1452,EXECUTIVO PUBLICO,SPPREV,3615.980,0.000,0.000,0.000,0.000,0.000,2524.720
1453,BENEFICIARIO DA POLICIA MILITAR - CBPM,SPPREV,1622.260,0.000,0.000,0.000,0.000,0.000,1606.040
1454,PROFESSOR EDUCACAO BASICA I,SPPREV,3241.720,0.000,0.000,0.000,0.000,0.000,2068.100
1455,OFICIAL ADMINISTRATIVO,SPPREV,1317.460,0.000,0.000,0.000,0.000,0.000,1289.720
1456,PROFESSOR EDUCACAO BASICA I,EDUCACAO,3349.870,0.000,0.000,0.000,87.800,0.000,2051.450
1457,PROFESSOR EDUCACAO BASICA I,SPPREV,3005.630,0.000,0.000,0.000,0.000,0.000,2036.330
1458,PROFESSOR EDUCACAO BASICA I,SPPREV,3449.630,0.000,0.000,0.000,0.000,0.000,2290.810
1459,PROFESSOR EDUCACAO BASICA II,EDUCACAO,2595.840,1297.920,0.000,0.000,0.000,0.000,3346.730
1460,PROFESSOR EDUCACAO BASICA II,EDUCACAO,1509.920,0.000,0.000,0.000,82.200,0.000,986.050
1461,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,1134.120,0.000,0.000,0.000,0.000,0.000,1122.780
1462,AGENTE DE SERVICOS ESCOLARES,EDUCACAO,1442.090,0.000,0.000,0.000,202.270,0.000,1061.370
1463,PROFESSOR EDUCACAO BASICA II,EDUCACAO,3962.040,0.000,0.000,0.000,0.000,0.000,2515.750
1464,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,1484.940,0.000,0.000,0.000,0.000,0.000,987.680
1465,PROFESSOR EDUCACAO BASICA I,SPPREV,3446.870,0.000,0.000,0.000,0.000,0.000,2256.380
1466,PROFESSOR EDUCACAO BASICA I,SPPREV,3847.840,0.000,0.000,0.000,0.000,0.000,2634.220
1467,BENEFICIARIO DA POLICIA MILITAR - CBPM,SPPREV,6627.160,0.000,0.000,0.000,0.000,0.000,3854.710
1468,ESCRIVAO POL.2A CLASSE,SSP,5052.090,0.000,0.000,0.000,0.000,0.000,3120.860
1469,PROFESSOR EDUCACAO BASICA I,EDUCACAO,3656.560,0.000,0.000,0.000,486.820,0.000,3106.660
1470,COMPLEM. APOSENT. - FEPASA,ADM GERAL,3616.100,0.000,0.000,0.000,0.000,0.000,2420.500
1471,PROFESSOR EDUCACAO BASICA I,SPPREV,2113.900,0.000,0.000,0.000,0.000,0.000,2006.510
1472,AGENTE DE ORGANIZACAO ESCOLAR,EDUCACAO,1928.500,0.000,0.000,0.000,109.440,0.000,1306.380
1473,PROFESSOR EDUCACAO BASICA II,SPPREV,3411.980,0.000,0.000,0.000,0.000,0.000,2481.240
1474,AGENTE DE ORGANIZACAO ESCOLAR,EDUCACAO,1302.580,0.000,0.000,0.000,151.340,0.000,940.320
1475,BENEFICIARIO DA POLICIA MILITAR - CBPM,SPPREV,1692.960,0.000,0.000,0.000,0.000,0.000,1549.530
1476,PROFESSOR EDUCACAO BASICA I,SPPREV,3511.090,0.000,0.000,0.000,0.000,0.000,3406.060
1477,OFICIAL ADMINISTRATIVO,SPPREV,937.000,0.000,0.000,0.000,0.000,0.000,794.820
1478,PROFESSOR EDUCACAO BASICA I,SPPREV,2774.490,0.000,0.000,0.000,0.000,0.000,2680.290
1479,PROFESSOR EDUCACAO BASICA I,SPPREV,2811.490,0.000,0.000,0.000,0.000,0.000,2598.940
1480,PROFESSOR EDUCACAO BASICA I,SPPREV,3436.730,0.000,0.000,0.000,0.000,0.000,3381.610
1481,PROFESSOR EDUCACAO BASICA I,SPPREV,4480.760,0.000,0.000,0.000,0.000,0.000,4351.030
1482,PROFESSOR EDUCACAO BASICA II,SPPREV,3128.570,0.000,0.000,0.000,0.000,0.000,3020.800
1483,PROFESSOR EDUCACAO BASICA I,SPPREV,3477.360,0.000,0.000,0.000,0.000,0.000,3444.460
1484,PROFESSOR EDUCACAO BASICA II,EDUCACAO,3376.200,0.000,0.000,0.000,31.120,0.000,2867.830
1485,PROFESSOR EDUCACAO BASICA I,SPPREV,1013.490,0.000,0.000,0.000,0.000,0.000,668.550
1486,PROFESSOR EDUCACAO BASICA I,SPPREV,2885.460,0.000,0.000,0.000,0.000,0.000,2826.360
1487,PROFESSOR EDUCACAO BASICA I,SPPREV,4113.170,0.000,0.000,0.000,0.000,0.000,3968.020
1488,DIRETOR DE ESCOLA,EDUCACAO,6941.820,0.000,0.000,0.000,426.000,0.000,4710.750
1489,CABO P.M.,SPPREV,4927.830,0.000,0.000,0.000,0.000,0.000,2593.800
1490,1SGT  PM,SPPREV,5467.740,0.000,0.000,0.000,0.000,0.000,4718.930
1491,PROFESSOR EDUCACAO BASICA I,SPPREV,2219.580,0.000,0.000,0.000,0.000,0.000,2103.570
1492,ESCRIVAO POL.1A CLASSE,SPPREV,7455.820,0.000,0.000,0.000,0.000,0.000,3944.940
1493,PROCURADOR NIVEL IV,SPPREV,41186.410,0.000,0.000,0.000,0.000,-10715.300,20886.140
1494,PROFESSOR EDUCACAO BASICA I,SPPREV,3645.070,0.000,0.000,0.000,0.000,0.000,2563.060
1495,PROFESSOR EDUCACAO BASICA II,SPPREV,2917.190,0.000,0.000,0.000,0.000,0.000,2824.040
1496,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,133.860,0.000,0.000,0.000,0.000,0.000,133.860
1497,TECNICO EM GESTAO 21,SABESP,9170.940,0.000,0.000,0.000,0.000,0.000,3067.410
1498,PROFESSOR EDUCACAO BASICA II,EDUCACAO,1743.960,871.980,0.000,0.000,287.740,0.000,2556.660
1499,PAPILOSC.POL.CLASSE ESPECIAL,SPPREV,7017.650,0.000,0.000,0.000,0.000,0.000,6152.370
1500,1SGT  PM,SPPREV,6453.990,0.000,0.000,0.000,0.000,0.000,5373.670
1501,PROFESSOR EDUCACAO BASICA II,SPPREV,3881.110,1940.560,0.000,0.000,0.000,0.000,5820.270
1502,ASSISTENTE ADMINISTRATIVO,PRODESP,8740.820,0.000,0.000,0.000,0.000,0.000,3777.810
1503,PROFESSOR EDUCACAO BASICA I,SPPREV,3329.390,0.000,0.000,0.000,0.000,0.000,3207.690
1504,PROFESSOR EDUCACAO BASICA I,SPPREV,1923.650,0.000,0.000,0.000,0.000,0.000,1818.380
1505,3SGT  PM,SPPREV,5399.590,0.000,0.000,0.000,-446.240,0.000,3582.950
1506,AG.SEG.PENITENC.CLASSE IV,SAP,4278.650,0.000,0.000,0.000,72.650,0.000,3549.260
1507,PROFESSOR EDUCACAO BASICA II,EDUCACAO,5008.410,0.000,0.000,0.000,0.000,0.000,3890.460
1508,AGENTE DE SANEAMENTO AMBIENTAL,SABESP,2495.340,0.000,70.020,0.000,0.000,0.000,836.810
1509,AUXILIAR SERV. GERAIS,SPPREV,2159.920,0.000,0.000,0.000,0.000,0.000,2116.730
1510,AG.SEG.PENITENC.CLASSE IV,SAP,4442.400,0.000,0.000,-445.940,17.030,0.000,2177.700
1511,OUTROS VINCULOS,SAP,802.240,0.000,0.000,0.000,0.000,0.000,735.830
1512,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,1474.520,737.260,0.000,0.000,0.000,0.000,2197.040
1513,PROFESSOR EDUCACAO BASICA I,EDUCACAO,2841.050,1420.520,0.000,0.000,526.290,0.000,4142.530
1514,PROFESSOR EDUCACAO BASICA II,EDUCACAO,2663.500,0.000,0.000,0.000,17.940,0.000,2298.860
1515,BENEFICIARIO DA POLICIA MILITAR - CBPM,SPPREV,4543.400,0.000,0.000,0.000,0.000,0.000,2880.530
1516,PROFESSOR EDUCACAO BASICA II,SPPREV,1809.500,0.000,0.000,0.000,0.000,0.000,1063.960
1517,PROFESSOR EDUCACAO BASICA I,SPPREV,3664.080,0.000,0.000,0.000,0.000,0.000,3429.890
1518,PROFESSOR EDUCACAO BASICA II,EDUCACAO,1284.740,0.000,0.000,0.000,126.910,0.000,853.440
1519,TECNICO DA FAZENDA ESTADUAL,SPPREV,2716.100,0.000,0.000,0.000,0.000,0.000,1779.860
1520,2TEN  PM,SPPREV,9795.500,0.000,0.000,0.000,0.000,0.000,4710.460
1521,AGENTE DE ORGANIZACAO ESCOLAR,SPPREV,1040.340,0.000,0.000,0.000,0.000,0.000,578.180
1522,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,4090.410,0.000,0.000,0.000,0.000,0.000,2632.280
1523,PROFESSOR EDUCACAO BASICA II,EDUCACAO,3624.960,0.000,0.000,0.000,0.000,0.000,2136.930
1524,PROFESSOR EDUCACAO BASICA II,EDUCACAO,1945.940,0.000,0.000,0.000,111.240,0.000,1541.960
1525,PROFESSOR EDUCACAO BASICA I,SPPREV,3422.570,0.000,0.000,0.000,0.000,0.000,1918.070
1526,PROFESSOR EDUCACAO BASICA I,SPPREV,3443.330,0.000,0.000,0.000,0.000,0.000,3312.770
1527,AUXILIAR SERV. GERAIS,SAUDE,2287.120,0.000,0.000,0.000,62.150,0.000,2050.610
1528,BENEFICIARIO DA POLICIA MILITAR - CBPM,SPPREV,2226.400,0.000,0.000,0.000,0.000,0.000,1804.870
1529,1TEN  PM,SPPREV,14073.090,0.000,0.000,0.000,0.000,0.000,10591.870
1530,2SGT  PM,SPPREV,5773.420,2886.710,0.000,0.000,0.000,0.000,7171.770
1531,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,1384.340,0.000,0.000,0.000,0.000,0.000,1370.500
1532,AUXILIAR DE SAUDE I,SPPREV,1145.290,0.000,0.000,0.000,0.000,0.000,1120.990
1533,PROFESSOR EDUCACAO BASICA I,SPPREV,2885.460,1442.730,0.000,0.000,0.000,0.000,4311.790
1534,PROFESSOR EDUCACAO BASICA I,SPPREV,3212.490,1606.250,0.000,0.000,0.000,0.000,4646.300
1535,AG.SEG.PENITENC.CLASSE V,SAP,5681.020,0.000,0.000,0.000,0.000,0.000,4269.620
1536,ASSIST.DIRETOR ESCOLA,SPPREV,3560.200,1780.100,0.000,0.000,0.000,0.000,4606.730
1537,AG.SEG.PENITENC.CLASSE II,SAP,3733.400,622.230,0.000,0.000,33.170,0.000,3742.450
1538,PROFESSOR EDUCACAO BASICA II,EDUCACAO,1791.170,0.000,0.000,0.000,196.520,0.000,1726.890
1539,OF LOG ALMOX I (ALMOXARIFADO),METRO,4804.960,0.000,0.000,0.000,0.000,0.000,2340.230
1540,PROFESSOR EDUCACAO BASICA I,SPPREV,2435.220,0.000,0.000,0.000,0.000,0.000,2027.550
1541,TECNICO EM METROLOGIA E QUALID,IPEM,3848.220,0.000,0.000,0.000,0.000,0.000,2837.850
1542,SD 1C PM,PM,3621.430,0.000,0.000,0.000,752.100,0.000,3462.960
1543,AG.SEG.PENITENC.CLASSE III,SAP,4052.450,0.000,0.000,0.000,53.930,0.000,2254.740
1544,AUXILIAR DE SAUDE,SAUDE,1698.050,0.000,0.000,0.000,181.430,0.000,1339.280
1545,3SGT  PM,SPPREV,5427.330,0.000,0.000,0.000,0.000,0.000,4631.600
1546,3SGT  PM,SPPREV,5241.790,2620.900,0.000,0.000,0.000,0.000,6125.120
1547,PROFESSOR EDUCACAO BASICA I,SPPREV,2959.460,0.000,0.000,0.000,0.000,0.000,2772.230
1548,DIRETOR DE ESCOLA,EDUCACAO,5266.790,0.000,0.000,0.000,426.000,0.000,4338.020
1549,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,3082.780,0.000,0.000,0.000,0.000,0.000,2488.930
1550,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,4748.840,0.000,0.000,0.000,0.000,0.000,2315.070
1551,PROFESSOR EDUCACAO BASICA I,SPPREV,3481.780,0.000,0.000,0.000,0.000,0.000,2281.030
1552,PROFESSOR EDUCACAO BASICA II,SPPREV,3160.710,0.000,0.000,0.000,0.000,0.000,2190.480
1553,SECRETARIO DE ESCOLA,SPPREV,2606.850,1303.430,0.000,0.000,0.000,0.000,3805.440
